buildings,forest,glacier,mountain,sea,street
0.009395636,0.016702963,0.10245714,0.7688867,0.10030342,0.0022542244
0.0014631859,0.035683777,0.89930475,0.014741092,0.009122443,0.039684705
0.9717642,0.000258117,0.004062364,0.006712657,0.00878977,0.008412875
0.0036670205,0.009360527,0.8206661,0.07178978,0.07389959,0.020617027
0.002695947,0.0027585975,0.05049926,0.0119158905,0.92922544,0.0029048934
0.00091697625,0.00069508364,0.9886086,0.0058007156,0.0027086483,0.0012700098
0.22817093,0.0020027724,0.0035196235,0.0051050223,0.00088830595,0.7603134
0.004547066,0.0053659827,0.04850387,0.0046518496,0.9351417,0.0017894924
0.008053134,0.00034965097,0.0638186,0.032438405,0.0013142555,0.8940259
0.40462095,0.01347447,0.0059513636,0.0010600027,0.005402643,0.56949055
0.0015105194,0.007794734,0.0048485794,0.0005208497,0.0005330595,0.98479235
0.010396566,0.9677738,0.003172509,0.0030931286,0.007089871,0.00847427
0.0010754836,0.0011454793,0.9560582,0.016321944,0.024892416,0.00050650485
0.00051244505,0.0020151313,0.017907523,0.97610927,0.0030600843,0.00039556736
0.94279563,0.00011019319,0.02692809,0.011571854,0.010047806,0.008546376
0.0010412827,0.00019491212,0.0018324697,0.006140304,0.99023855,0.0005524727
0.948155,0.00034446164,0.0041225506,0.0037277532,0.009220539,0.034429714
0.00028254953,0.0023658182,0.0030972234,0.98291284,0.0110396715,0.00030198114
0.0019563301,0.017410453,0.013192768,0.0025447137,0.0034464549,0.96144927
0.20625432,0.008837408,0.008913931,0.0023491373,0.004332171,0.7693131
0.3427839,5.187317e-05,0.001957302,0.005682,0.00081300095,0.6487119
0.00073827547,0.0033997633,0.5668295,0.3328211,0.09440924,0.0018021264
0.0005794741,0.00019365852,0.026962576,0.012298845,0.002631402,0.95733416
0.0059788395,0.0018341604,0.0042529535,0.98014534,0.0072058965,0.0005828859
0.0038024536,0.99275863,0.0010028295,0.000908022,0.0006365976,0.0008915469
0.96229637,0.0027832564,0.006788739,0.009250759,0.0012619046,0.017618986
0.0053269407,0.9470702,0.00047791243,0.026150038,0.0063133547,0.014661658
0.024342474,0.008671731,0.03878458,0.9249073,0.0012646142,0.002029369
0.0061780633,0.00023923787,0.977898,0.002234758,0.0091090705,0.0043409434
0.006849102,0.21799676,0.039763752,0.7219956,0.010728094,0.0026667458
0.0006908586,0.00010343643,0.44197363,0.546067,0.010407887,0.00075729325
0.01522195,0.0006309494,0.0057729357,0.020472439,0.018224271,0.9396775
0.0019597383,0.0051026247,0.002457527,0.98193383,0.0071830098,0.0013632899
0.0003134868,0.9990833,0.00019325725,9.26524e-05,0.0001084043,0.00020892512
0.001567309,0.011004338,0.00092272647,0.0016391323,0.9830279,0.0018386507
0.004264655,0.0062433328,0.0551529,0.91702914,0.0035718388,0.013738218
0.22385572,0.016107418,0.0048226034,0.002359002,0.0022037704,0.7506515
0.0019135266,0.003108195,0.002581939,0.008616242,0.9820691,0.00171111
0.03091524,0.00067584356,0.0033547655,0.00175376,0.0017415354,0.96155894
0.0014221745,0.9951056,0.000317878,0.00030717833,0.000785987,0.0020611668
0.9964832,0.00017073484,0.0010788868,0.0015737199,0.0002602814,0.00043333924
0.0068008825,0.0016704662,0.27075708,0.335585,0.37715653,0.008030065
0.0014878628,0.00062940025,0.023180582,0.9658519,0.007999313,0.00085095677
0.0017025348,0.0017713392,0.019977773,0.9693223,0.0058621196,0.0013639762
