buildings,forest,glacier,mountain,sea,street
0.0010176066,0.002932731,0.29308897,0.6675347,0.03475873,0.0006672732
0.0005140155,0.0060072006,0.88944674,0.012099432,0.007618838,0.08431383
0.976892,0.00013273518,0.002142306,0.0071203336,0.0040920503,0.009620683
0.0007566528,0.011897389,0.8288548,0.10324386,0.044179652,0.011067656
0.0036893717,0.010094472,0.035835754,0.019841045,0.92862666,0.0019126104
0.002305035,0.0013561099,0.9856682,0.0068904194,0.0019324648,0.0018478401
0.11113578,0.0028635017,0.0021111646,0.0012168391,0.0006202491,0.88205254
0.0027256943,0.0014693743,0.0045715575,0.0010996525,0.989684,0.00044975866
0.019860908,0.00038723348,0.052458107,0.13910584,0.0017727521,0.78641516
0.16010672,0.0082064755,0.0035975138,0.0018245529,0.0034429934,0.82282174
0.0022897783,0.0043564793,0.0035872022,0.0014201559,0.0016066337,0.9867398
0.004855029,0.98415196,0.0038774803,0.0018777843,0.0029003252,0.002337487
0.002492975,0.002364463,0.97071266,0.01180348,0.01205668,0.0005697998
0.00047260878,0.0012574639,0.35967243,0.6348012,0.0033951118,0.00040112113
0.96643174,5.7049416e-05,0.013611303,0.013476655,0.0021593072,0.0042639147
0.0052565737,0.0029723255,0.004018751,0.012145576,0.974735,0.0008718401
0.98308235,1.9862335e-05,0.0020869707,0.0009968742,0.0027011544,0.011112859
0.00052044506,0.0041195075,0.054686252,0.7371297,0.20271492,0.00082918804
0.0011248895,0.0088381665,0.013777733,0.006849193,0.0034667617,0.96594334
0.18177526,0.008605304,0.013660495,0.002471766,0.0059587415,0.7875285
0.40483147,0.00036634583,0.0061925044,0.0024155567,0.008112227,0.57808197
0.0011166868,0.0034046029,0.5379512,0.38119912,0.0738021,0.0025263045
0.000228784,0.00056464825,0.005580735,0.008475826,0.0031799553,0.9819701
0.0011099306,0.0018181683,0.01097361,0.9803511,0.0052526994,0.0004945102
0.000121448524,0.9993336,0.00020527784,8.8462846e-05,0.0001111566,0.00014003288
0.9684864,0.0005028669,0.022367094,0.0007833408,0.0024753097,0.0053850655
0.0049544624,0.9547337,0.0068255123,0.022018488,0.009300912,0.0021668908
0.00085846276,0.013135651,0.040630765,0.941838,0.0029952233,0.0005418722
0.003679143,0.0010573857,0.98116314,0.0044719162,0.0038611162,0.0057673734
0.0064891456,0.14686748,0.15952416,0.68073326,0.005371947,0.0010139752
9.683899e-05,5.5772034e-05,0.35380787,0.644681,0.0009690528,0.00038952296
0.022234928,0.00023763502,0.039110996,0.01075263,0.049114592,0.8785492
0.0051778476,0.0043810667,0.006296019,0.970636,0.007474389,0.0060347766
0.00051113294,0.9986861,0.00023978796,0.00010296991,0.00015383394,0.0003063131
0.009565186,0.012369677,0.005121322,0.0032810206,0.96341515,0.0062477496
0.00076937774,0.0047306847,0.016089354,0.97725004,0.0005589503,0.000601611
0.2786196,0.0049941884,0.036026053,0.005170869,0.012884117,0.66230524
0.00041022434,0.0033204828,0.0054826643,0.010381466,0.9801442,0.00026097897
0.15685552,0.0030272964,0.00086655945,0.0015651013,0.0014604817,0.83622503
0.00071027013,0.9957434,0.0016585729,0.0009387592,0.00023498152,0.0007139535
0.98390436,0.00018830449,0.0033965684,0.008419368,0.0020645522,0.0020268306
0.003490281,0.0019139464,0.15080485,0.28838092,0.54988635,0.005523703
0.0003517746,0.000638751,0.0060123345,0.99198425,0.00066462334,0.00034824573
0.0007496447,0.0011429114,0.04435195,0.9499333,0.003176768,0.0006454893
0.00016203264,0.00043336634,0.008270608,0.0057264436,0.9852016,0.00020598176
0.920369,0.004229176,0.046387747,0.023493003,0.004105583,0.0014154862
0.0005263257,0.0025210236,0.033436555,0.821844,0.13820656,0.0034655463
0.36462697,0.00675733,0.009139741,0.00714871,0.0030546528,0.6092726
0.00036648865,0.0004920023,0.9399737,0.053740427,0.002248098,0.0031792442
1.5500425e-05,0.999941,9.214104e-06,9.1050715e-06,1.1359451e-05,1.3881554e-05
0.1176208,0.013910778,0.03551338,0.0068691126,0.0022247618,0.82386124
0.0021442175,0.00028388153,0.0022098161,0.0014198478,0.00087931944,0.993063
0.12630023,0.001142381,0.000729576,0.0006948608,0.0015290326,0.869604
0.30841565,0.0026489003,0.008144604,0.009090393,0.0064912695,0.66520923
0.0021379918,0.0016406297,0.003190791,0.98781633,0.0040256763,0.0011885806
0.008236799,0.0019182122,0.9037814,0.056846775,0.026727393,0.002489401
0.98819566,0.00017168833,0.00656122,0.0013703828,0.0020070043,0.0016940886
0.0009743293,0.9914745,0.003470512,0.0031010024,0.00044244685,0.0005372267
0.0035576615,0.98430204,0.0037533354,0.0019731896,0.0025210986,0.0038926594
0.02611258,0.004507673,0.0017099751,0.0016552901,0.007813975,0.9582006
0.038124662,0.0026223517,0.022866242,0.012162533,0.092255004,0.83196926
0.9210254,0.0031597135,0.057922386,0.00910486,0.0062561845,0.0025314265
0.0022485324,0.9872967,0.0035085594,0.0036070626,0.001298065,0.0020410467
0.0015073912,0.0022853436,0.0038022278,0.9849066,0.006154473,0.0013439772
0.007833328,0.00034056805,0.02847742,0.0069050733,0.0049075005,0.95153606
0.000754368,0.00091401144,0.05249591,0.0017483832,0.94297737,0.0011099712
0.0002877638,0.0046813404,0.012106469,0.9810575,0.0017291793,0.00013776928
0.0006643733,0.0006772829,0.014150349,0.98234177,0.002012401,0.00015384874
0.004930307,0.0011648639,0.9082947,0.01052566,0.073388,0.0016964762
0.0001484046,0.9989432,0.00023701295,4.450716e-05,5.0312938e-05,0.0005766357
0.021941924,0.0018894402,0.050193425,0.92221785,0.0029887538,0.00076864625
0.96570706,5.1490784e-05,0.016036958,0.014075245,0.003927723,0.00020145865
0.99148726,0.00017810994,0.0017664797,0.0007106952,0.003137633,0.0027199069
0.00013141596,0.006394586,0.2511047,0.045631886,0.69616425,0.00057320663
0.016180156,0.003452829,0.32885212,0.64144444,0.003465074,0.006605403
0.986611,0.00012806835,0.001073576,0.004509048,0.0022399174,0.0054383683
6.827156e-08,0.9999989,1.3146284e-07,6.574565e-08,1.1605588e-07,6.892945e-07
0.0020967638,0.0034781706,0.0052669095,0.0035351128,0.98461854,0.0010045246
0.9723227,0.0034633314,0.004739833,0.0076573985,0.0020458454,0.009771013
0.002687441,0.00026028656,0.94462293,0.00400688,0.047840193,0.0005823324
0.93678296,0.0005462044,0.009867627,0.003318147,0.02158755,0.027897606
0.0063272314,0.9766435,0.006742468,0.0023590373,0.0016492328,0.006278529
0.0071089277,0.01573464,0.06955228,0.5693346,0.3268177,0.011451911
0.02343469,0.9718598,0.0015631071,0.0003231215,0.0010794603,0.0017398216
0.032346062,0.016463846,0.0036319825,0.004239237,0.9345991,0.008719826
0.00063456345,0.00020109996,0.023344941,0.014451301,0.96049714,0.0008709088
0.030153248,0.0008527922,0.93274915,0.010085474,0.022273786,0.0038856193
0.00084405387,0.0015620128,0.013748214,0.97411513,0.009157211,0.0005734692
8.653202e-06,0.99995804,2.6866794e-06,1.0679182e-06,2.1893325e-06,2.7372509e-05
0.00035700778,0.0011052911,0.016084395,0.97860277,0.0037049232,0.00014558694
0.0006555285,0.00026734968,0.93869925,0.0539628,0.00040577757,0.006009328
0.017434936,0.0005190113,0.020886347,0.020209655,0.011756946,0.9291932
0.010373092,0.07296196,0.35003233,0.5386745,0.021714516,0.0062436284
0.98689556,0.0011028728,0.0021024097,0.005402782,0.004148688,0.0003477399
0.027852798,0.01338868,0.013119249,0.0046007726,0.0008795967,0.94015896
