buildings,forest,glacier,mountain,sea,street
0.0886665,7.616038e-07,1.6107108e-05,3.539843e-05,7.408842e-05,0.9112072
3.1260875e-05,0.0001692816,0.98735905,0.012105065,0.00030763095,2.775489e-05
0.0010773685,8.89374e-05,0.837403,0.017062796,0.14397952,0.00038842525
0.00011034039,0.00033037303,0.10936099,0.8897854,0.00021330846,0.00019970244
0.00017040277,0.0006815099,0.8954822,0.034028508,0.06891071,0.0007267222
0.00011056461,0.00036644132,0.004956153,0.99382365,0.0006809781,6.231772e-05
0.018696262,0.00027303345,0.0036535095,0.00018174032,0.012092432,0.96510303
0.00094336516,0.00016358543,0.019084962,0.96806693,0.011448918,0.00029228142
1.0230341e-06,0.9999776,1.741078e-05,8.226618e-07,3.0434407e-07,2.8877614e-06
6.746209e-07,0.9998002,0.00012680922,1.2661758e-05,4.8615926e-05,1.11514e-05
0.00012410655,3.861262e-05,0.00074775965,0.997326,0.0017558056,7.801882e-06
0.00055236835,3.8142472e-05,0.06623244,0.54538935,0.3875618,0.00022590597
0.00044586946,0.00033620375,0.1670148,0.6517621,0.17994787,0.0004931239
0.99997425,1.0155877e-06,7.1169748e-06,2.0750356e-07,1.4975052e-05,2.4748028e-06
0.53998893,1.1414676e-06,0.00022199827,4.985893e-06,0.037695568,0.42208734
2.4054782e-07,0.999544,0.0002997599,5.4378046e-07,0.00015354292,1.9383901e-06
0.0016280573,0.00025528134,0.066884965,0.8748308,0.05625548,0.0001454787
0.99640405,6.7206893e-06,0.00031060821,0.00037354042,0.0005435814,0.0023615733
0.00059212756,6.179496e-05,0.4299891,0.21981733,0.33821085,0.011328823
8.2781406e-07,0.99774337,0.0022328398,3.7194382e-06,1.6082337e-05,3.2334074e-06
0.5249936,3.0408344e-06,1.2359773e-05,1.8688547e-06,3.0430088e-05,0.47495875
7.5477005e-06,5.3289274e-05,0.9954889,0.001900219,0.0024637498,8.638258e-05
2.0112743e-07,0.9999448,1.2504252e-05,1.4156278e-07,4.1414256e-05,8.828024e-07
0.9939557,3.9816136e-06,0.00048024673,0.00025815985,0.00012514916,0.0051768105
2.4393792e-05,1.2787296e-05,0.00046980265,0.0036556693,0.99577767,5.9717244e-05
0.0015776468,4.5864996e-05,0.5795593,0.41589865,0.0023476453,0.0005708414
0.0050317086,6.26525e-06,4.950835e-06,1.097849e-06,2.4524365e-06,0.9949536
0.26395878,3.0639316e-05,0.00046827813,8.1140795e-05,0.00036467772,0.7350965
0.00013625083,0.00018703037,0.9527626,0.04462072,0.0020590997,0.00023427358
8.944552e-05,9.7404554e-05,0.9772224,0.021551955,0.0008622952,0.0001765485
0.016504275,1.2885944e-05,5.1225857e-06,7.3965344e-07,2.8805045e-05,0.98344827
0.049370423,1.814778e-05,0.00016289498,0.00061103946,0.001231709,0.9486059
0.89917785,5.008211e-05,0.0052216565,6.9039306e-05,0.014459205,0.08102218
0.20143352,3.3765248e-06,0.00018237853,1.5602616e-05,0.003976337,0.79438883
1.0745539e-07,0.99997175,2.2406315e-05,4.3126093e-08,5.664434e-06,7.316371e-08
1.9397435e-09,2.7768948e-07,5.088044e-07,1.7709532e-08,0.9999993,7.627832e-10
0.0003089838,0.0002533856,0.36674917,0.6321017,0.00020783866,0.0003789457
1.8167986e-05,1.2745475e-05,0.010636397,0.83748955,0.15167047,0.00017266124
1.2602505e-05,1.418049e-06,0.0010909761,0.0001687475,0.99870324,2.3060325e-05
0.00068507,4.16969e-05,0.6793273,0.31918705,0.0004580924,0.00030088966
1.1704981e-08,0.99999905,8.483969e-07,2.2389829e-08,8.1295674e-08,9.494926e-09
1.0400777e-07,1.091518e-07,0.00010738697,1.1490631e-07,0.999885,7.249915e-06
0.15019362,4.778266e-06,1.8363047e-05,2.708075e-05,0.00018220455,0.84957397
0.0050096493,0.00029130644,0.0007989447,6.6814675e-05,9.566921e-05,0.9937376
0.07873964,0.015186943,0.54259664,0.090263784,0.15235041,0.12086259
0.11312021,6.782025e-05,0.00042749342,0.010917187,0.011316208,0.8641511
0.0016190493,0.0001397858,0.46520776,0.10714048,0.41967815,0.006214817
0.053771153,3.5096886e-07,0.00041267733,0.0007275331,0.00028540433,0.9448029
6.0296e-08,5.919414e-08,1.821719e-07,8.432e-09,0.9999997,1.6211239e-08
2.6298369e-05,3.1344592e-07,7.211024e-05,8.663725e-05,0.9998064,8.2241095e-06
0.99883723,7.711322e-05,0.0004586065,1.3534071e-06,0.00014818,0.00047759415
1.1442792e-07,4.1662136e-07,4.6734345e-05,5.2929163e-06,0.99994683,6.3947067e-07
0.0020152666,0.00059944007,0.003962081,4.6328074e-05,0.04144058,0.9519363
9.6984106e-05,0.00012881402,0.121260256,0.85763067,0.020799367,8.397625e-05
2.5617774e-07,0.9999513,4.9453815e-06,1.4705812e-07,4.227116e-05,1.1290963e-06
7.749793e-05,2.2665561e-05,0.99241567,0.003036974,0.0044426885,4.6507243e-06
0.29619566,0.00046290364,0.016419422,0.00021110618,0.000535687,0.6861753
1.200262e-08,7.6082665e-07,2.7898059e-06,5.1831553e-06,0.99999094,2.711317e-07
8.714612e-05,0.99967945,9.3876966e-05,1.05326735e-05,6.25772e-05,6.645413e-05
0.00056565274,9.737737e-07,4.1118697e-06,8.5690544e-07,1.8025169e-06,0.9994267
